result,action,has_hit,has_bat,batter_name,spray_angle,launch_angle,exit_velocity,bat_elevation,bat_forward_tilt,head_speed,head_speed_x,head_speed_y,head_speed_z,handle_speed,handle_speed_x,handle_speed_y,handle_speed_z,xxBA
HitIntoPlay,,True,True,Ernest Engels,24.836491449889415,69.82396699727171,82.0,-14.379641586411005,13.12551190925709,78.0529885314837,-23.0878255764786,74.49819377221475,3.039811428949621,9.750884008922435,-8.16256640501264,0.769051074356765,5.278333930725583,0.0026000000000000003
Strike,Foul,True,True,Liam Lowes,88.18822291919412,47.52276161008634,69.0,-25.466398788254473,-7.461425625617674,68.15130230944571,-3.456170849143838,67.70036018836674,-7.022543691597446,7.81132151549203,-4.852203178597087,5.430280834970013,2.8257597536518215,0.2193
HitIntoPlay,,True,True,Ivy Isles,-13.436606138528285,9.382088296722015,104.0,-22.44391712411675,8.23687209447099,71.45811972639203,-1.106308934390041,69.66463373250362,15.870657273383047,10.382742637110578,-8.002999404999132,6.4723127033918795,-1.3647393383241995,0.784
HitIntoPlay,,True,True,Mia Martinez,4.524567121727533,13.396621531725843,101.0,-17.367977407533942,11.688847004167618,74.51888328560035,-16.46406347077007,72.6766371787988,-0.32401935840495466,34.507355085943516,-23.274384412895294,23.10760080964952,-10.728437446807119,0.8510500000000002
Strike,Foul,True,True,Clara Clapham,-77.19433540155201,-37.569023550260056,53.0,-14.806624113368013,-37.372267942067396,51.780298601513394,-28.672392430253744,42.10861562621386,-9.271338934112787,8.845541144217414,1.8646792839148518,8.230008235131782,-2.6520810228658127,0.13415000000000002
HitIntoPlay,,True,True,Clara Clapham,-3.7358681288637694,13.848006580269788,77.0,-16.337909184971945,-6.431755265028826,70.16525050636133,-7.691848945638808,69.14291193199796,-9.124448913873643,9.112085452692599,1.123490547461035,9.042255190950208,-0.0741036346733743,0.5752499999999999
HitIntoPlay,,True,True,Nolan Nash,-7.1591974218435555,26.681392100518273,96.0,-20.880426488573697,11.130382309591809,66.14593892710144,-16.230908767841047,63.31762240669851,10.135163041638995,13.495061250611734,-10.1902559806907,8.243430797063949,3.212663987997712,0.28500000000000003
Strike,Foul,True,True,Olivia Olsen,-139.09795048703114,53.700929323706205,60.0,-31.17300909091278,-3.0897212482086416,87.04187030874256,4.393796144901351,86.72191205144432,6.0242603216135,13.112021892152743,13.08017707928789,0.9019118786277224,0.1436685002172951,0.03580000000000001
Strike,Foul,True,True,Clara Clapham,-150.81109053595958,77.19777559848455,61.0,-20.067381749333258,-9.728406015985032,115.1183263517423,35.090284005407895,107.73828344641464,20.331338137615997,43.10273781905939,39.486284311209424,-7.273175458211536,15.677381080619904,0.0062499999999999995
HitIntoPlay,,True,True,Frankie Fisher,8.95906322663489,-3.1970233860510366,78.0,-37.60507750401901,-14.64692001991305,70.77347142755761,-0.08101282498256034,70.26018114684761,-8.50791631609416,11.872018621015863,-10.042816789149715,2.6193263732346503,5.764181331967048,0.11474999999999999
HitIntoPlay,,True,True,Mia Martinez,39.439994852855044,48.57143737385424,64.0,-10.503868904823218,-27.16794874097577,81.95236403709968,12.597005517460797,80.45126474872517,-9.224934882854354,18.977565911697003,-18.092843693260793,4.567869003627596,-3.454213049268313,0.18505
HitIntoPlay,,True,True,Mia Martinez,-7.524424254447589,2.3032827164711014,100.0,-18.688700478384515,-4.240951848100554,73.91088728142356,-3.799703508840808,73.61739749801997,-5.372178104896037,10.007914005703304,-9.446037794388339,1.3939470890064953,2.9979366647062036,0.47185000000000005
Strike,Foul,True,True,Clara Clapham,-59.848501645670964,14.453127603948486,95.0,-10.73792709183822,-33.51786867557125,55.96585861306491,-27.618719800069837,48.56107007047798,-3.3475544077624155,10.72459008116343,7.078284643852148,7.8465127326817905,-1.8294690064219414,0.8969000000000001
HitIntoPlay,,True,True,Peter Parker,-19.953281541537898,20.47458491725188,76.0,-15.105377174959582,21.187255242608988,65.87623900637381,-22.42509062101811,59.43198266750812,17.453756400071175,13.287806377841228,-12.227340228783339,1.137675567438828,5.0757899452033435,0.9733500000000002
HitIntoPlay,,True,True,Bob Batterson,29.850321959785653,-72.42819500371738,56.0,-29.660405947615637,-11.145989026265422,69.4110197096497,-16.42250530120199,66.5556572032668,10.887399643928317,11.815913469070432,4.8595683751887195,10.303519734967322,-3.1365406719130284,0.16409999999999997
HitIntoPlay,,True,True,Quinn Quest,6.605505337226994,-78.05764947364095,44.0,-28.385244902293106,-11.7038205341659,105.57340818587527,46.07885247742827,94.97194760597095,1.6772114576122286,35.10953673873034,12.608385552775136,26.351986715718894,-19.475137480783076,0.17195
HitIntoPlay,,True,True,Ryan Reeve,-10.19211897923316,-0.48420864195393154,99.0,-14.402201364276493,1.0687663289798253,69.75361328204812,-18.1031298224794,67.141592815439,5.4634943706172585,25.38771500973002,-22.430717296345396,11.810197509609658,-1.3850017222777524,0.4006
Strike,,True,True,Clara Clapham,-70.84271571239809,-14.070873760851978,85.0,-14.104556079791626,-40.2832087501191,60.38742316866413,-30.085205102505803,50.72926867291856,-12.963896435960747,13.885204079044483,9.937881895947193,9.073145462847593,3.4227806165348493,0.08875000000000001
Strike,Foul,True,True,Stacey Statkin,-81.49047903181264,33.49431226103318,91.0,-14.056900548561766,-36.384848421803035,65.40670942040497,-21.941811835439935,60.77512858023665,-10.147821275482919,16.17468844753609,10.378558303892039,10.988884191821459,5.757646926158944,0.04685
HitIntoPlay,,True,True,Olivia Olsen,6.911906423450072,22.09427499052977,108.0,-26.30243419730189,10.014874336809147,74.70469186449496,6.842751806402455,73.4219812289618,11.96580154854224,16.009027362076875,10.437316154912073,12.119836895545857,-0.6789272328481533,0.94995
Strike,Foul,True,True,Ernest Engels,33.95417795260805,46.271320582717806,82.0,-15.874646788334925,1.3929876500232874,73.02099291006259,-20.515935918068642,69.88348603572238,-5.240244123331192,28.074951522178967,-17.554223847218157,19.175805688263768,10.599085069023992,0.024350000000000004
Strike,Foul,True,True,Gabby Galway,174.12949085555184,7.947116377013312,67.0,-9.300488036927094,35.796859651164716,89.21733771635883,-54.65416729506607,68.2930680585319,17.570207785637653,6.168014311609379,-4.805088696843815,3.7208001381840443,1.0541202471120301,0.20615
Strike,Foul,True,True,Gabby Galway,175.45141346267465,9.956119201624933,68.0,-5.748921012470207,29.205665566119148,88.84419270802695,-45.60556450047059,75.05948428526827,13.397644694647337,7.2223742967898,-5.067783505211207,1.6294569604756344,4.881099347605689,0.25339999999999996
Strike,Foul,True,True,Stacey Statkin,-64.6690917945591,-4.857009112857786,98.0,-14.847598481738858,-39.90949333816346,64.50746951162284,-38.18722575348529,51.112071340792205,-9.513441821920658,12.866227543217203,3.7853863829332073,12.296697956043735,-0.04336477343069566,0.26765000000000005
Strike,Foul,True,True,Peter Parker,138.63182725173363,28.027863780121304,65.0,-19.82186710398427,-2.676043669142864,79.44803709206923,-0.60961971341975,79.36074862894286,3.6729468607049043,5.934110260330341,-5.389973728684261,0.05745886583056633,2.481641848572992,0.88835
HitIntoPlay,,True,True,David Dunkins,-10.327489107063741,10.306216223670326,88.0,-15.35320392072864,1.254179632218876,101.47303783514188,-67.8493520605385,73.05112334986866,18.888520582076083,64.98169999796116,-62.59218702319202,-17.097806756377143,-3.536164928331684,0.5947500000000001
Strike,Foul,True,True,Nolan Nash,136.47656828921237,-56.822993548879,56.0,-11.389526022395337,29.143453340421953,79.8228714783137,-35.85075460992394,67.0447048609103,24.31916435767965,12.376721093810348,-7.863728897043192,9.41146699318696,1.6641159526698537,0.23905000000000004
Strike,Foul,True,True,Ivy Isles,-132.07783856672935,-26.29891294253241,66.0,-20.07907347869532,20.122749501250112,87.5203187756321,-12.295755778770726,80.33005075496736,32.491591744964666,7.801641324415066,-6.218468026142843,-1.913868946615251,-4.305039885743433,0.045250000000000005
Strike,Foul,True,True,Bob Batterson,-58.00313275070431,37.523787976823456,84.0,-27.320340745873583,-14.001588736171088,68.55298825376278,-5.895408712973796,68.03724269728663,-5.974107529836326,12.334461455852617,11.772016320329088,3.675028817406763,-0.22963961123752472,0.01315
HitIntoPlay,,True,True,Quinn Quest,-14.149557916693112,20.86467456859642,106.0,-10.652181126968099,6.994560281768848,62.787412708886336,-18.32310794284937,58.8711830879302,11.861985998057529,15.252452021962812,-4.043879434416251,-9.440000716064144,11.276999524824465,0.792
HitIntoPlay,,True,True,David Dunkins,-36.94504323147594,-21.253930148290898,104.0,-15.680001283351338,12.161969823415976,69.79353686885257,-18.23120349982236,65.91504254077314,13.92724576002072,9.33344646982876,-8.910512745159307,-1.0996066549288015,2.5508529608640265,0.17825
HitIntoPlay,,True,True,Nolan Nash,-39.80708200563509,0.1290127056858562,95.0,-11.340720517619276,25.21468896215447,71.64145601292013,-22.068125500818713,64.48056307251554,22.085131703991067,15.314022388597266,-12.001568937760029,9.30559382295373,1.971686677151653,0.3618499999999999
Strike,Foul,True,True,Peter Parker,170.69681381741594,12.392560988623263,76.0,-16.996267841083817,30.31120439081042,79.89347587458373,-38.59888950069764,65.53871016197321,24.44934941753042,8.22330514994435,-3.5421539259870576,-7.335815568445046,1.1232555806560793,0.38475
HitIntoPlay,,True,True,Ernest Engels,-28.516539502971277,-27.246755454971076,101.0,-12.127860945539947,10.401179396908864,72.88763678998257,-7.0178203637052645,71.18762613146062,13.988555319923842,9.046221203303972,-8.43214230188957,1.9188863355393468,-2.655366168924959,0.12675
Strike,Foul,True,True,Talyor Tomlinson,132.95601555058147,51.461510229401355,71.0,-17.523501311040256,-1.635977519596434,78.09638633058981,-0.7047967684199791,78.04227639923238,2.819913799706686,6.871763338925766,-5.183684785430236,-0.5528578442754505,4.4771521791789,0.13244999999999998
HitIntoPlay,,True,True,Harry Hitterson,-27.87088696750863,13.24365951772135,93.0,-6.95539451672144,22.32308861994544,63.85453973600314,-16.421032542224335,57.94556205572426,21.214706530853128,8.761129309363104,-6.225315118525879,2.451562137180942,5.656207345737527,0.9476500000000001
HitIntoPlay,,True,True,Frankie Fisher,19.325170882509727,44.85597310637489,72.0,-15.375815457616046,-4.893895852112354,54.78391785441362,6.023324704215056,54.00239339441107,6.981312388226132,12.450062064656324,3.3076607605059745,4.452512767427898,11.146235048799891,0.25195
Strike,Foul,True,True,Bob Batterson,-87.66559013208821,0.9407592822369724,94.0,-17.939831013925037,-48.90594229586905,53.786750727451086,-27.414523282803756,44.1615927453739,-13.827949710109234,18.732224237503203,-0.3941988442109651,18.167938960494872,4.54607809909351,0.36785
HitIntoPlay,,True,True,Olivia Olsen,17.33145945621479,28.75322677033434,99.0,-17.709496938400797,13.553594400925434,67.92537941127142,17.320190583455435,63.88446889439366,15.25263257274643,11.540286507518356,6.495142598035842,8.499375554767374,4.330352235767114,0.4924500000000001
Strike,Foul,True,True,Quinn Quest,168.60354139796536,14.963443399797198,65.0,-14.855835632361678,-7.631898261191326,88.66635883925002,17.804163514218416,86.46046290172762,8.32606186552832,8.71157719973855,7.158265366164055,-3.8852407097922947,3.091232582895276,0.33105
HitIntoPlay,,True,True,Talyor Tomlinson,-37.78502137001408,-7.374681337013077,95.0,-11.702994056604943,19.95337555545328,67.22651710287623,-18.184368845646343,59.015557890569845,26.56872707401684,7.708485302878598,-7.18609511026523,-2.529600110771383,1.1755449844658943,0.20429999999999998
Strike,Foul,True,True,Quinn Quest,51.874696803645655,24.646702062469917,90.0,-18.087931982252794,-34.937247407747115,66.0765993604012,-23.449741819402295,61.450135494303446,-6.333043452408649,68.26027190504772,-67.68907041892372,-5.316172839685567,-7.02799919689964,0.13119999999999996
Strike,Foul,True,True,Ivy Isles,136.17388360575129,19.01820429112218,68.0,-36.2273149262111,-31.939092752882896,73.49303085100263,12.054852675798024,71.43244159604265,-12.381938388603965,18.901732365471524,-16.26940929802092,7.6670802761015375,5.813577861282915,0.6973
Strike,Foul,True,True,Quinn Quest,44.417140223725916,13.372370967212394,89.0,-22.58437425457273,-14.953097707856443,113.97430770996328,-30.05879197545255,105.85071107228927,-29.702505086820633,80.2853601128836,-42.69451989839787,64.94077804592699,-20.13982040362712,0.9285
Strike,Foul,True,True,Quinn Quest,147.98484973740713,32.39180048920564,73.0,-31.649668711663526,-4.092506429123107,88.16473537967197,25.572837482223207,84.15256228423475,-6.115293016150049,13.695372715106375,-8.973844212332557,6.061507138232178,-8.384001733756142,0.45934999999999987
HitIntoPlay,,True,True,Gabby Galway,40.23872930599778,82.79823055866045,76.0,-15.551773574800732,25.63840361793985,78.99845819327882,-34.43259883370533,70.05993767534112,12.114357902904086,6.662724015843521,-4.821537384632326,0.40293225977484987,4.580645604488914,0.0022000000000000006
HitIntoPlay,,True,True,Ernest Engels,8.027916743979759,50.13573927036482,73.0,-22.026082851310253,-11.083065348875275,123.95878718177204,-49.31324662077686,113.58746055509746,5.645656023746927,54.82242481450635,-52.002789739985914,15.083261283787515,8.585065570280396,0.13645
HitIntoPlay,,True,True,Bob Batterson,38.584228009012214,-27.519282129314405,109.0,-30.730816712575173,6.181520993177596,81.50664507615323,13.119856581565658,77.29091555950575,22.300603732242628,15.762162543974743,12.520892745264618,5.29191804093006,7.9792616433063,0.12545
HitIntoPlay,,True,True,Ivy Isles,35.31594808387778,9.189607049392974,68.0,-24.03125169195504,-30.854875111713685,74.5968226677892,-11.174640543186635,72.50996200275205,-13.495138799568226,57.59363289273675,-56.049633315057534,10.009620275480978,-8.675981614295951,0.2358
Strike,Foul,True,True,Gabby Galway,178.12118081987646,12.09088918607911,80.0,-6.537751343673511,14.813434796992645,90.60762785443703,-27.03778639090886,85.40778432096073,13.572424612868222,7.577104317100858,-5.693112993371754,1.3432100033016021,4.816301606415515,0.50635
HitIntoPlay,,True,True,Mia Martinez,-51.17055290614552,-59.304777564936316,61.0,-23.659503504718003,-13.581418393195934,70.23093807992798,7.857511832153715,69.6064128081359,-5.058800982210789,13.035550914977426,-12.465382244885733,3.7970157725845604,0.3500062408020344,0.26394999999999996
Strike,Foul,True,True,David Dunkins,101.66613620627983,65.19384012648139,66.0,-14.469246281922686,-2.8737194517600058,82.51431397726464,-8.034715376167402,81.2563244362278,-11.893910167689944,8.520320730462513,-7.915247151479464,-0.26925665743768645,3.1420103012833964,0.0033499999999999997
Strike,Foul,True,True,Clara Clapham,-117.96217666081074,17.82771811530479,73.0,-20.56279048949117,-31.58011423778135,70.64544791899007,-20.099796995896618,65.72453485231101,-16.342062013278486,13.421593903801373,4.421530754521137,12.2618716814433,3.1993361144463712,0.88315
Strike,Foul,True,True,Gabby Galway,161.74083025780948,59.72056209821525,59.0,-12.311574258257302,17.920777800138225,93.6548177057766,-27.917721848254146,89.35464534805206,2.7519158834521864,11.812534711409445,2.6235680273844295,10.594333777918342,-4.518070264614932,0.007550000000000001
HitIntoPlay,,True,True,Gabby Galway,-33.044216564876464,27.76490256754495,54.0,-16.509905384787853,17.368225704565496,82.70962474116615,-27.070833343568342,77.94961404922587,5.648865061762627,5.295631833942208,-3.618044224947134,-3.283575230879202,2.04245103004831,0.25560000000000005
Strike,Foul,True,True,David Dunkins,77.21864803659041,44.42576835970264,74.0,-21.514710914208447,-11.07254080963171,75.58148585321413,2.3895367859098657,74.87712863772124,-10.01332735400863,11.06764903804397,-8.351975214150604,6.894322663455758,2.28159599046147,0.17529999999999998
HitIntoPlay,,True,True,Liam Lowes,5.5272746846306395,14.68951251117345,67.0,-24.889707503612218,-3.808620374851555,69.04064250465792,3.189678173433627,68.82457559913115,-4.428776829484712,9.50037502212063,-6.519631082674624,6.529814402660271,-2.2612076361022133,0.37520000000000003
HitIntoPlay,,True,True,Clara Clapham,13.967003391340644,-38.8460110325163,106.0,-3.221219837676503,-3.113168465770453,69.63945126380112,21.63934401960066,65.96709147863189,-5.452962917031191,48.62715120214949,13.612963043304571,27.66931450508113,37.59915033663978,0.10255
Strike,Foul,True,True,Gabby Galway,36.34656342392685,55.11368228930361,87.0,-29.403542943380923,-2.4135516714062604,82.56332948028115,-34.81530277681172,74.43731364405853,7.980250928664267,54.94801120810105,-53.42073711984333,10.959986313741268,-6.737023177991587,0.011700000000000002
Strike,Foul,True,True,David Dunkins,167.565568528964,-27.136073984339102,80.0,-22.713999680316345,-44.20725900374555,74.20639739565384,35.74910170532872,58.79617763891272,-27.777700350410285,15.763277740375335,-12.423447998872755,9.511294764463937,1.9168038092089545,0.04855000000000001
HitIntoPlay,,True,True,Nolan Nash,-38.037489211746504,-1.963628321279153,89.0,-6.102455364957193,17.492656585698708,70.65521823652436,-24.527937488265902,60.005257101560204,28.10532452753862,11.873721514266586,-10.827862102156992,-0.2634543061179466,4.865517107524901,0.25375000000000003
HitIntoPlay,,True,True,Gabby Galway,9.739783433660856,47.42557909600219,90.0,-17.771929551703415,6.178645079228528,88.54240407576813,-35.02325650319672,79.6231338129298,16.53134553616756,39.17518785930754,-33.14876887595846,11.717672443391745,17.278617373207336,0.0048000000000000004
HitIntoPlay,,True,True,Kyle Kevins,-23.738055123110524,47.65213375032074,83.0,-12.969453325075053,14.069948461257757,137.0610164204828,-101.99966244134461,78.92288073111926,46.40010755557716,91.46198832014551,-77.48149779448899,14.25159348017253,46.46294104200612,0.015050000000000003
Strike,Foul,True,True,Kyle Kevins,87.10074197557913,65.62643397640124,77.0,-21.502932983157468,8.23913401208059,68.02242373892372,-24.104847697998615,63.57869468840577,1.9380481140745862,15.843606786251458,-10.44675509227736,9.991499749935242,6.484991656615625,0.003350000000000001
HitIntoPlay,,True,True,Umberto Umbridge,-23.722905468301168,2.768897695667879,84.0,-24.928136754312597,14.086403927643072,62.04927257493146,-19.338490125836334,57.89346558238247,11.157135366776204,17.072058899777186,-16.089446891673713,5.708196993934858,-0.037160138665510496,0.3006
Strike,Foul,True,True,Liam Lowes,172.08949154562865,12.620639973163566,77.0,-20.389713126519613,-13.11159597193795,79.07484505139482,1.175057753318657,79.03548574487355,2.2005345374147827,14.02277302837689,-12.666840740419321,5.988503279242497,0.5719593838110586,0.44485
Strike,Foul,True,True,Ernest Engels,106.45482513871666,66.29208742159425,58.0,-13.335662257392332,0.7974965194761792,68.1104562795404,-4.477907610974049,67.2401385520512,-9.886676162175194,8.124278488520323,-3.2360692315861668,7.451678996584593,0.06509239030345172,0.0013000000000000002
HitIntoPlay,,True,True,Liam Lowes,-24.99839701395031,3.2914346803695023,97.0,-14.668282215398856,10.746733444731348,74.00285174867838,-22.24654800012808,70.55082837848475,2.0233101898769,25.478257812840344,-20.807385214984986,13.753645708126857,-5.199189497230108,0.5040500000000001
Strike,Foul,True,True,Vivian Valley,64.72956354737852,4.062598990984243,90.0,-32.60128942213197,-29.71415820761079,74.2219639721777,30.05367630606485,66.28070589715121,-14.578906068456131,12.341414929495214,-8.163443688646192,8.535206912489437,3.5803564857793924,0.4085
HitIntoPlay,,True,True,Talyor Tomlinson,0.3077512541437999,29.489962413975647,104.0,-15.206922388239516,3.8787201159118156,67.44034040600937,-0.523776949411409,65.66742940138077,15.352976506213933,14.500086567523807,-10.203666308270698,10.116211057544618,-1.9493532707946395,0.8590500000000001
HitIntoPlay,,True,True,Quinn Quest,31.669445231676544,55.56682688025754,65.0,-17.535319810195197,4.758587768836987,66.74294716776322,-8.106263954386728,66.22375959737369,1.8229498429468158,12.911832732285328,-7.685042500309168,10.28677781708944,-1.35563579799046,0.025400000000000006
Strike,Foul,True,True,Kyle Kevins,61.169324517101,29.50472537702469,86.0,-22.96718850123071,-20.129265807661067,66.36368879925872,-8.143363658307342,64.8656350590014,-11.413772722718186,25.778120243332005,-18.911618118501618,15.36029235933183,8.421615169045467,0.05455
Strike,Foul,True,True,Kyle Kevins,146.5330301283041,47.03315444567622,62.0,-16.332732759348826,10.802967893017327,71.32218198900678,-18.343100902324533,68.68799039388017,5.687202177729273,13.594911645524173,-6.1930477549955905,9.668283661908909,7.279565453158456,0.19815
Strike,Foul,True,True,Will Watkins,74.63727293751725,18.962634369500023,93.0,-39.84676430784424,-22.598851398544436,72.13767916076294,14.461486161484629,69.7418143026471,-11.436324168081759,15.493151246958472,-11.57568273386915,10.203312012369068,1.390585770162915,0.4685999999999999
Strike,Foul,True,True,Peter Parker,100.10788504325195,45.4548573797122,70.0,-28.325221990302637,-1.8374558932694034,72.8018590954581,-6.206075774902968,72.5357503383244,0.40029250226237095,9.739141385558156,-7.502681264970449,3.7669609500238352,4.93666425485353,0.2782
Strike,Foul,True,True,Liam Lowes,156.13915715989137,41.934190931957446,75.0,-14.143661423590569,-9.348476835767203,74.48753858959806,3.7868909176002514,74.37057986585891,1.752059568324842,11.710311125600002,-9.442480840810473,6.517999744391251,2.342353850594291,0.15995000000000004
Strike,Foul,True,True,Ivy Isles,61.088625825855445,67.71601773300435,55.0,-24.789242350253264,3.6672863841668013,84.64585061558793,-1.9296420973013269,83.6689448853505,12.676914829126682,21.868600722304553,-20.618160914953933,-3.808658594060485,-6.214600369334662,0.0011000000000000003
HitIntoPlay,,True,True,David Dunkins,-0.11228620744030625,7.724089932660472,107.0,-10.974571600326914,-6.8297372835773755,73.27241308285335,5.565464238913315,73.0434813632612,1.5880671033020826,12.450297879516603,-12.051763399554156,2.3437046454031294,2.066873190347741,0.67085
HitIntoPlay,,True,True,Ernest Engels,-0.2226571564135338,7.370545098181788,101.0,-18.19633972934549,0.6170982908165462,68.25485724176629,-2.7541468669829934,68.19926739993664,0.011757590002439021,11.475303660970624,-9.203830873690467,6.732453100861177,1.2830302430935523,0.6126
Strike,Foul,True,True,Liam Lowes,53.87750303464283,67.1520989602528,71.0,-8.444572491893215,-11.653972511417354,68.23662841411517,7.511561645285781,67.77613719491642,2.491811772780838,13.896794860892335,-10.87382299380889,8.581834291953834,1.1104058224279532,0.002300000000000001
HitIntoPlay,,True,True,Frankie Fisher,17.838635098368496,-9.053985751290371,107.0,-46.10558979744894,-14.703018328513044,56.445818239017576,0.6111978752435252,55.80500506494213,-8.45921057376456,14.761644085897023,-8.316543498398586,11.86315220895178,2.8296395574675812,0.31875
Strike,Foul,True,True,Liam Lowes,120.59330126755587,51.75199074719503,57.0,-22.29194505070896,-5.417644711272326,76.894912632482,-6.8118232866002595,76.56621789371,-2.0102063879346015,12.041649168009192,-9.76718476594726,6.901274269267891,1.4056421641389252,0.03575
HitIntoPlay,,True,True,Quinn Quest,-12.98580096965396,28.688240692933206,105.0,-14.263405930508549,12.284489616316767,72.08828038810016,-14.015596648268806,69.58913588666196,12.555293164800137,10.915856992409614,-9.90750102817587,4.254375136658159,-1.702248352038208,0.9053500000000001
HitIntoPlay,,True,True,David Dunkins,-4.836557293924182,-8.228676163412171,99.0,-21.858897200642105,-4.444940054803597,63.70185887611362,-1.5437113423366893,63.11062277106513,-8.52015686546626,9.912088952731894,-6.29096203062642,6.010181957183142,4.748791106969918,0.25949999999999995
Strike,Foul,True,True,Harry Hitterson,-107.2208262135978,-20.91020572815378,48.0,-22.31211088087149,17.345662622476375,81.62499790502562,-24.51291466031313,76.46462897680013,14.66007548725245,9.225530009962807,-6.433841719190896,-6.354828610675269,1.8254418714563612,0.14615000000000003
HitIntoPlay,,True,True,Frankie Fisher,-18.1105869491931,-35.81676691721307,89.0,-37.13177152652825,6.74699089047936,61.28323354027576,15.43235347079567,55.657999314815974,20.485709452600002,16.394956263226288,-9.487717764341475,12.17584003820216,-5.5250992625848125,0.05150000000000001
HitIntoPlay,,True,True,Quinn Quest,0.8480476178816492,14.568074542951818,102.0,-17.138976590554407,-1.823501471468358,75.50419819883912,-0.0478946053571829,75.46348301992447,2.478786448633627,14.464965452024279,-14.015678810604031,2.3859603314169076,-2.665176598866585,0.73325
HitIntoPlay,,True,True,Vivian Valley,-10.56068471669763,23.488420415222805,113.0,-9.961442830634185,7.22029070869486,76.72132341414213,-5.835971787272338,73.4087507593916,21.523434011817894,11.005078310642636,-8.557845356347334,6.304579995141155,2.850842430771528,0.9934499999999999
HitIntoPlay,,True,True,Harry Hitterson,5.157339390758061,-38.24532492832842,63.0,-9.662357477170696,39.9204572060213,74.80330831793661,-38.305482902192956,54.23236870392637,34.453956227108016,10.310340589982243,-10.146363001983696,1.4213838383251625,1.155036318718948,0.10905000000000001
HitIntoPlay,,True,True,Xavier Xi,37.02681928200945,-44.41941478527529,73.0,-32.77481359289796,0.35565930312840616,70.17170903084529,-14.25940483263051,68.4763894031237,5.632247902972329,7.344652897570463,4.611430400639492,5.44205729484451,-1.7500423553382247,0.13475
